id,name,category,breadcrumbs,short_description,description,price,best_for,review_score,review_count,image_url,url,embedding,,,,,,,,,,,,
202538, DoubleNest Hammock,Sleeping Gear,"Camping and Hiking
/
Camp Furniture
/
Hammocks
/
Camping Hammocks","Spacious enough for two people, the ENO DoubleNest hammock gives you an all-access pass to relaxation. It's expertly constructed with durable yet soft FreeWave™ fabric and packs up small.","Updated with supremely comfortable, breathable and fast-drying FreeWave fabric
Made with exclusive crinkle treatment for exceptional softness and packability
Extended 9.5 ft. hammock body creates more room to stretch out, lie flat and relax
Time-tested, triple-stitched seam construction creates unmatched durability and protection against ripping or tearing
Refreshed hardware includes a custom side-release buckle and larger cordlock for easy setup and pack-up every time
Integrated stuff sack compresses the hammock to a travel-ready size and now offers a bonus internal stash pocket to store a phone or drink
Weighing in at just 1 lb. 3 oz., the DoubleNest packs down to the size of a grapefruit and is light enough to take anywhere
Specially designed carabiners easily attach to all ENO hammock straps or other secure anchor points and help maintain correct orientation for an easier hang
Straps and suspension system not included
Compatible with all ENO hammock straps, stands, bug nets, rain tarps and insulation systems (not included)
ENO plants 2 trees for every hammock purchase through their partnership with Trees for the Future
ENO is a member of the 1% For The Planet organization, donating 1% of sales to environmental nonprofits",74.95,Camping,4.6,834,https://www.rei.com/media/84d22620-a51e-4a8d-9c7d-ba7d04f89fc2?size=2000,https://www.rei.com/product/202538/eno-doublenest-hammock,,,,,,,,,,,,,
216364, AirRail Plus Sleeping Pad,Sleeping Gear,"Camping and Hiking
/
Sleeping Gear
/
Sleeping Pads
/
Self-inflating Pads",,"Hybrid design combines a self-inflating, insulated-foam center panel with large insulated air rails outside to keep you from rolling off
Contoured side rails provide support and comfort, ergonomically shaped to fit your body and maximize sleeping comfort
Cross-cored foam insulation is lightweight, compressible and stable
Quick-closing, high-flow valves
Durable 75-denier polyester top has an embossed nonslip surface; 75-denier polyester bottom resists wear; all seams are welded
Tapered mummy shape reduces weight and packed size
This pad has an R-value of 4.2, which makes it best for adventures in cold weather; it provides considerable insulation from ground temperature
Most sleeping pads we sell range from 1.0 (good for warm weather) to 5.5+ (for use in extreme cold); the higher the R-value, the more insulated the pad
R-value tested according to the ASTM F3340 standard
Stuff sack included
REI is Climate Neutral Certified; as we work to actively reduce our footprint, we measure annual carbon emissions and purchase an equivalent amount of verified carbon credits",115,"Camping, Backpacking",4.1,65,https://www.rei.com/media/d33e7512-b184-4f8b-8050-c54bf0fceeab?size=2000,https://www.rei.com/product/216364/rei-co-op-airrail-plus-sleeping-pad,,,,,,,,,,,,,
202288, Helix Insulated Air Sleeping Pad,Sleeping Gear,"Camping and Hiking
/
Sleeping Gear
/
Sleeping Pads
/
Air Pads","Light, plush and warm, the 3 in. thick REI Co-op Helix Insulated air sleeping pad will make you happy twice every trip—first when you carry it on your back and again when you hit it at bedtime.","3 in. thickness and an even, gridded weld pattern gives you a flat, mattresslike surface thick enough to keep you from touching the ground
2-layer reflective insulation (aluminum-coated PET film) gives you a warm night's sleep without adding weight to the pad
Dual custom valves make inflation and deflation quick and easy, and work seamlessly with the included pump sack
Interior baffle design and weld shape reduce internal stresses, which improves pad durability and longevity
Softly tapered shape provides maximum sleeping surface while fitting easily in trapezoidal tents
Regular size tapers to approximately 14 in. wide at footbox; wide size tapers to approximately 17 in. wide at footbox
This pad has an R-value of 4.9, which makes it best for adventures in cold weather; it provides considerable insulation from ground temperature
Also a good choice for those who just prefer a warm night's sleep no matter what
Most sleeping pads we sell range from 1.0 (good for warm weather) to 5.5+ (for use in extreme cold); the higher the R-value, the more insulated the pad
Made with 30-denier ripstop polyester with TPU lamination; included pump sack is made of 30-denier ripstop nylon with a polyurethane coating
Includes inflation pump sack, field repair kit and stuff sack
R-value tested according to the ASTM F3340 standard
REI is Climate Neutral Certified; as we work to actively reduce our footprint, we measure annual carbon emissions and purchase an equivalent amount of verified carbon credits",169,Backpacking,4.1,151,https://www.rei.com/media/03114700-d4bb-4fc5-88f5-5ad4354750ef?size=2000,https://www.rei.com/product/202288/rei-co-op-helix-insulated-air-sleeping-pad,,,,,,,,,,,,,
246601, MegaMat Auto Sleeping Pad,Sleeping Gear,"Camping and Hiking
/
Sleeping Gear
/
Sleeping Pads
/
Self-inflating Pads",Transform your vehicle into a convenient and cozy overnight spot with the Exped MegaMat Auto sleeping pad. The 4 in. thick pad is extremely comfortable—and ideal for side sleepers.,"Fits many mid-size trucks, compact SUVs, wagons and Tesla models
Practical welded grab handles on the sides and bottom of the mat allow for convenient handling and transport—no more awkward mat grappling
High-grade, open-cell polyurethane foam offers efficient insulation; horizontal air channels cored through foam reduce mat weight and bulk when packed down
4 in. mat thickness and 4-way stretch tricot polyester surface create a soft, comfortable experience that cradles the body and relieves pressure points
Wheel-well cutouts create an asymmetrical sleeping mat shape that fits between the wheel wells of many vehicles
Luxurious 100% recycled 50-denier tricot polyester face fabric is soft and stretchy for maximum next-to-skin comfort
3D vertical sidewall construction maximizes the available sleep area and reduces tapering at the edges, similar to your own mattress at home
2 sets of inflate and deflate FlatValves—one set at the ""head"" and one set at the ""foot""—allow for easy inflation and deflation no matter the mat's orientation
One-way, low-profile inflate FlatValves allow the mat to self-inflate when opened; insert the included valve pin into the valve opening to speed up air intake
One-way, high-airflow deflate FlatValves allow for efficient mat deflation
Use the included Top-Up Pump accessory to add additional air, creating a more firm sleep surface
Too firm? Open the inflate valve and press gently on the one-way flapper to purge excess air for a softer sleep surface
Includes a roll-top SideWinder stuff sack for storage and a temporary repair kit with an adhesive patch for quick and simple repairs
Use the Exped combo inflate/deflate Mega Pump accessory (not included) to more quickly and easily deflate your mat",429,Camping,0,0,https://www.rei.com/media/e6966584-6ea3-4aff-b51a-59d1bc6c444a?size=2000,https://www.rei.com/product/246601/exped-megamat-auto-sleeping-pad,,,,,,,,,,,,,
237545, Poco Premium Child Carrier,Backpacks,"Camping and Hiking
/
Hiking Backpacks
/
Baby Carrier Packs
/
Baby Carriers","Make the festival or hike a family affair with the Osprey Poco Premium child carrier, a deluxe carrier with all the bells and whistles, including a Fit-on-the-Fly hipbelt and removable child cockpit.","Double Halo harness with front-facing arm loops allows you to easily and safely buckle your child in place
Deluxe child cockpit is a fully framed and padded cockpit that surrounds the adjustable Double Halo harness and child seat for safety; removable and machine washable
Soft contact surfaces, anatomic fit and ventilated side panels provide comfort
Adjustable fit; 6 in. (15 cm) of torso length adjustment quickly and easily fits to a variety of body types while on the go
Built-in sunshade easily stores/deploys for on-the-go UPF 50+ UV protection for little ones
AirSpeed™ suspension provides a continuous panel of lightweight tensioned mesh that extends from the top of the back panel to the lumbar
The seamless structure contours automatically to the body, providing outstanding fit, excellent ventilation and unrestricted movement when wearing the carrier
Meets bluesign® PRODUCT requirements, which means materials and components have been selected that adhere to rigorous environmental and social criteria during production",395,Hiking,0,0,https://www.rei.com/media/27246d38-410f-4fbf-b6a5-5120257472d0?size=2000,https://www.rei.com/product/237545/osprey-poco-premium-child-carrier,,,,,,,,,,,,,
151849,Southwest 55 Pack,Backpacks,"Camping and Hiking
/
Hiking Backpacks
/
Backpacking Packs","If you live to descend and emerge from rocky canyons and otherworldly formations with calloused hands and sunbaked river sediment, Hyperlite Mountain Gear Southwest 55 pack is a reliable companion.","Superlight, robust main compartment is made with 100% waterproof Dyneema® composite fabric
White colorway is made with 50-denier Dyneema for a slightly lower pack weight
Black colorway is constructed with 150-denier Dyneema, which is more tightly woven for increased durability with a marginal increase in pack weight
55-liter (3,400 cu. in.) internal volume and 9.8-liter external volume (600 cu. in.) is ideal for weekend, section or thru-hikes or for trips requiring flexibility
The top can roll down to make the overall size of the pack similar to the 40-liter version, but that additional pack space can come in handy when you need it
3 external, solid Hardline with Dyneema pockets add an extra line of defense around the gear you'll want to quickly reach at any time without having to open your whole pack
Removable, contoured aluminum stays
Hardline with Dyneema shoulder straps with 0.375 in. closed cell foam and spacer mesh; 0.25 in. foam back panel pad
Roll-top closure system with side straps for vertical compression; side compression straps for horizontal compression
Top Y-strap compression is designed to secure gear
Hardline with Dyneema hipbelt with 0.125 in. closed-cell rigid foam; zippered pockets on hipbelt with #5 YKK zipper
Adjustable sternum strap with self-tensioning elastic
Hydro port and internal mesh hydro sleeve hold your hydration reservoir (not included)
4 exterior triglide buckles for optional Hyperlite Mountain Gear Pack Accessory Straps (not included)
Proprietary seam sealing on all side seams and behind all sewn-on pack features help keep the elements out
Ice axe loop",399,Backpacking,3.8,68,https://www.rei.com/media/bd586e31-89c5-40ca-8be7-c6319a69eefd?size=2000,https://www.rei.com/product/151849/hyperlite-mountain-gear-southwest-55-pack,,,,,,,,,,,,,
227954, Flash 22 Print Pack,Backpacks,"Camping and Hiking
/
Hiking Backpacks
/
Daypacks","Lean, clean and well-appointed, the REI Co-op Flash 22 Print pack is the perfect size for day hikes and done-in-a-day summits. It features a removable sit pad for enjoying those well-earned vistas.","Recycled ripstop nylon fabric features a nonfluorinated durable water repellent (DWR) finish to help moisture bead up on the surface
Integrated mesh hipbelt offers comfort and breathability, and can be tucked away when not in use
Hydration-compatible design includes an internal sleeve with a hang loop for a reservoir (reservoir not included) and exit ports to route the sip tube over either shoulder
Mesh back is soft, breathable and lightly padded for comfort; pad slips out for use as a sit pad
Breathable mesh shoulder straps have fold-over padding that softens contact with your neck and shoulders; sternum strap can be detached to save weight
Drawcord closure is covered by a lid with zippered pocket; 2-buckle closure on top lid keeps contents secure and stable
Zippered side-entry pocket for easy access and added security
Tall and deep side pockets hold water bottles (not included) and other trail essentials
Sunglass loop on left shoulder strap lets you hang your shades
2 interior slip pockets
Exterior loops can be used to lash on extra gear or add compression; attached tool loop on bottom of pack can be tucked away when not in use
Removable Packmod Bungee can be moved to any attachment point for personalization
Product meets the bluesign criteria
REI is Climate Neutral Certified; as we work to actively reduce our footprint, we measure annual carbon emissions and purchase an equivalent amount of verified carbon credits",59.95,Hiking,4.3,402,https://www.rei.com/media/857de853-7f93-4dd7-b059-87830351d57f?size=2000,https://www.rei.com/product/227954/rei-co-op-flash-22-print-pack,,,,,,,,,,,,,
206379, DELTA Pro Portable Power Station,Camp Electronics,"Camping and Hiking
/
Camp Electronics
/
Portable Power
/
Portable Power Stations","From tailgate parties to extreme power outages that last for days, the EcoFlow DELTA Pro portable power station has you covered at home or outdoors. Its expandable capacity can meet your energy needs.","Power 99.99% of heavy-duty devices at home, work or outdoors with the colossal 3.6 kWh AC output—or up to 7.2 kWh when you pair 2 units (additional unit not included)
This portable home battery has an expandable ecosystem for home backup, smart energy management, lower energy bills and more
It's also a complete power solution for RV road trips and outdoor adventures
Features 5 AC outlets and a 3,600 Wh capacity (Surge 7,200 Wh); 2 USB-A output ports; 2 USB-C ports; 2 DC5521 ports; 12.6V car output; 30A Anderson port
Increase to 10.8 kWh capacity with 2 Pro Smart Extra Batteries (not included) or to a whopping 25 kWh (requires additional units, not included) to power your home for days
If you need to power a 240V device, you can connect 2 DELTA Pro units (additional unit not included) and the Double Voltage Hub (not included)
X-Stream charging technology is fast, letting you fully charge from a standard AC wall outlet in just a few hours
You can also use solar energy to charge up (solar panels not included), thanks to a wide voltage range that's compatible with most third-party solar panels with MC4 connectors
You can also charge this portable power station from an EV station, giving you up to 3,000W fast charging at over 35,000 EV charging stations across the U.S.
Wall charge: 2.7 hrs. (1,800W) or 1.8 hrs. (3,000W, 240V VC input); solar charge: 4–8 hrs. (3 x 400W solar panels, not included); car charge: 37.5 hrs. (96W)",2499,Wall charge: 2.7 hours; wall charge: 1.8 hours; solar charge: 4-8 hours; car charge: 37.5 hours,4.9,474,https://www.rei.com/media/2689e04c-19f5-4846-ab74-4734ae9bfa35?size=2000,https://www.rei.com/product/206379/ecoflow-delta-pro-portable-power-station,,,,,,,,,,,,,
101491, ER310 E+READY Emergency Crank Weather Radio,Camp Electronics,Emergency Preparedness,"The Midland ER310 Emergency Crank Radio keeps you in the know when it comes to severe weather. In addition to digital AM and FM, it features a weather band with NOAA Weather Alert Radio capabilities.","Weather alerts sound when emergency warnings are issued by official emergency management personnel in your local area
Efficient and compact radio has a built-in flashlight with SOS and strobe functions to signal for help in an emergency
Rechargeable lithium-ion batteries provide up to 32 hrs. of continuous use; rechargeable battery power can be replenished by the built-in solar panel and ergonomic hand crank
Also runs on 6 AA batteries (not included) as a backup power option",70,Emergency Preparedness,4.2,99,https://www.rei.com/media/dbe4e034-194d-4f40-a9fc-6fe1dc7eac4a?size=2000,https://www.rei.com/product/101491/midland-er310-eready-emergency-crank-weather-radio,,,,,,,,,,,,,
234327, Charge 100 Max Power Bank,Camp Electronics,"Camping and Hiking
/
Camp Electronics
/
Portable Power
/
Power Banks","Designed to keep up with your daily life, the BioLite Charge 100 Max power bank can charge multiple devices at once—and fast. Compact and portable, this ultra-slim battery is made for life on the go.","USB-C ports deliver a reliable charge to laptops, earbuds, hotspots and more while the wireless charging keeps phones and tablets running without the need for a cord
Can charge up to 5 devices at the same time
Simultaneous recharge and pass-through charging
Battery: 25000 mAh (91.3Wh)
Outputs: 2x 100 W USB C-PD, 1x 15W USB-C, 1x 15W USB-A and 15W magnetic wireless (total output: 120W)
Inputs: USB C-PD, up to 65W
Charge Time: 1.5 hours by up-to-65W USB C-PD
Weight: 1 lb. 4.8 oz. (580 g)",149.95,Backpacking,4.5,30,https://www.rei.com/media/2cf72cef-433a-480e-ae85-ab65d6455075?size=2000,https://www.rei.com/product/234327/biolite-charge-100-max-power-bank,,,,,,,,,,,,,
235557," Outdoor Wash, Dry and Stow System",Camp Kitchen,"Camping and Hiking
/
Camp Kitchen
/
Cookware and Dinnerware
/
Camping Utensils
/
Camp Sinks","A self-contained system designed to clean, dry, store and transport your campsite cooking gear, the OXO Outdoor Wash, Dry and Stow System makes doing the dishes easier and more efficient.","4-piece set keeps camping kitchen gear clean and organized; set includes 2 spacious bins, a utensil case and a drying rack
Deep bin is perfect for soaking and scrubbing your camp kitchen gear, and the second bin is handy for a quick rinse
Both bins have comfortable handles for easy transport
Bins have silicone stoppers and removable drainage filters to release dishwater without releasing larger food particles
Spacious drying rack can hold plates, cups, bowls, pots and pans and has grooves in the base for airflow and quick drying (dishware not included)
Convenient utensil holder can fit 4 forks, 4 knives and 4 spoons (utensils not included)
When you're done, the utensil holder snaps onto the drying rack, and the rack and bins all nest for compact storage when it's time to hit the road
Additionally, you can store sponges and brushes (not included) in wash bin handles when not in use
Handles lock together to transport the set as one unit
Dishwasher-safe
Weight capacity: wash bin: 23 lbs.; rinse bin: 16 lbs.",59.95,Camping,4.6,10,https://www.rei.com/media/7d0cda5c-6cfc-404d-a41a-e14ec84a92ea?size=2000,https://www.rei.com/product/235557/oxo-outdoor-wash-dry-and-stow-system,,,,,,,,,,,,,
244155, Grilliput Portable Grill,Camp Kitchen,"Camping and Hiking
/
Camp Kitchen
/
Stoves and Grills
/
Camp Grills and Fire Pits
/
Campfire Grills","Grill on the go! Bring it backpacking, boating or to the beach—the UCO Grilliput portable grill is lightweight and assembles quickly. Use it to grill over a fire and cook enough food for 2–3 people.","Crafted from durable, high-quality stainless steel, it's beefy, beautiful and easy to clean
Deconstructs like a minimalist's dream, coming apart in seconds; all pieces fit together neatly in one of the grill's side rails
Includes 1 thick tube with a stopper, 1 thin tube with a cleaning groove, 2 outer grill rods with hooks and threads, 10 grill rods, 4 grill feet.
Grill parts fit inside the thick stainless-steel tube for easy and compact storage
Dishwasher safe
Barbecue area measures 10.2 x 9.1 in. (26 x 23 cm)
Packed dimensions are 0.9 x 11.4 in. (2.2 x 29 cm)",20.73,Camping,0,0,https://www.rei.com/media/9083fcfb-d3d4-4c30-b56e-9f8a8eee896e?size=2000,https://www.rei.com/product/244155/uco-grilliput-portable-grill,,,,,,,,,,,,,
230061, Perfect-Brew Travel French Press Vacuum Mug,Camp Kitchen,"Camping and Hiking
/
Camp Kitchen
/
Cookware and Dinnerware
/
Coffee and Tea
/
Camp Coffee Presses","Gotta have your French press coffee anytime, anywhere, but can't always sit still long enough to savor it? Meet your match with the Stanley Perfect-Brew Travel French Press vacuum-insulated mug.","Double-wall vacuum insulation keeps your beverage hot (for up to 4 hours) or cold (up to 5 hours, or up to 20 hours iced)
Drink-through opening means this doubles as a travel mug
18/8 stainless steel is BPA-free
Leakproof lid
Easy-clean filter; dishwasher-safe",26.93,Multisport,4.5,59,https://www.rei.com/media/213b0543-dba8-43dc-907c-16010eadd5b9?size=2000,https://www.rei.com/product/230061/stanley-perfect-brew-travel-french-press-vacuum-mug,,,,,,,,,,,,,
204129, Peak Series Water Filter Straw,Camp Hydration,"Camping and Hiking
/
Camp Hydration
/
Portable Water Treatment
/
Portable Water Filters
/
Straw Water Filters","Weighing only 2.3 oz. and taking up little space in a pack or emergency kit, the LifeStraw Peak Series water filter straw is ideal for backup filtration, emergency use and ultralight treks.","Unlimited shelf life—no need to worry about how long the filter has been sitting in your go-bag unused
Can also be attached to water bottles and to standard gravity hoses
Reengineered LifeStraw filter helps reduce clogging from sand and silt
Built with premium materials to endure outdoor use and make it leakproof
0.2-micron filter physically removes 99.999999% of all bacteria, such as salmonella, cholera and E.coli; removes 99.999% of all parasites; removes 99.999% of microplastics
Also removes silt, sand and cloudiness greater than 0.2 micron
Membrane microfilter lasts up to 1,000 gal. (4,000 liters)
Meets U.S. EPA and NSF P231 drinking water standards for the removal of bacteria and parasites
For every LifeStraw product purchased, a child in need receives safe water for an entire school year",24.95,Emergency Preparedness,4.6,227,https://www.rei.com/media/5947a122-8916-431f-afba-ca314c3761a7?size=2000,https://www.rei.com/product/204129/lifestraw-peak-series-water-filter-straw,,,,,,,,,,,,,
211335,GO Hydration Water Faucet,Camp Hydration,"Camping and Hiking
/
Camp Hydration
/
Water Jugs","Get running water without a kitchen in sight. This Dometic GO Hydration water faucet provides a steady stream of water with just a touch for cooking, filling water bottles and brushing your teeth.","Place the pump directly on the Dometic GO Hydration Water Jug (not included) or any water container to transform it into a running water system—no external power source needed
Self-powered faucet includes a self-priming pump and hose with a rechargeable battery that dispenses 150 liters per charge
You can also mount the metallic base on your table to make food prep easy
Dispenses 1 liter a minute; 1-minute automatic shutoff function means you can turn it on and let it dispense without worrying about overflows or wasting water
Includes puck for faucet placement and a magnetic base for using faucet on other surfaces
Integrated LED light allows for easy use at night or in low light
Compact size and handles ensure easy transport between car and campsite
IPX4 rating means this can withstand splashing water from any angle
Made with BPA-free and food-grade materials",100,Camping,4.2,83,https://www.rei.com/media/9bf96597-cf31-434e-acdc-83085a1c401d?size=2000,https://www.rei.com/product/211335/dometic-go-hydration-water-faucet,,,,,,,,,,,,,
168734, Lightweight Wide-Mouth Vacuum Water Bottle - 32 fl. oz.,Camp Hydration,"Camping and Hiking
/
Camp Hydration
/
Water Bottles",Delivering all the ice-cold refreshment you need—without the extra weight—the Hydro Flask Trail Series Lightweight wide-mouth vacuum water bottle is built for long treks and spontaneous route changes.,"Tapered walls are thinner up top to save weight, and thicker on the bottom for durability
25% lighter than the original 32 fl. oz. Hydro Flask wide-mouth bottle
Honeycomb-insulated wide-mouth cap is leakproof and features a flexible perforated strap and aluminum pivots to cut weight
Keeps cold liquids cold for 24 hrs. and hot drinks hot for 12 hrs.
Compatible with Hydro Flask Wide-Mouth Straw lid, Wide-Mouth Flex Sip lid and Wide-Mouth Flex caps (not included)
Hydro Flask offers a lifetime warranty on this product",49.05,Multisport,4.5,888,https://www.rei.com/media/9bff9b53-4734-4971-9a54-0b20d094b52b?size=2000,https://www.rei.com/product/168734/hydro-flask-lightweight-wide-mouth-vacuum-water-bottle-32-fl-oz,,,,,,,,,,,,,
186577, Moonlite Reclining Camp Chair,Camp Furniture,"Camping and Hiking
/
Camp Furniture
/
Camp Chairs","Easy to set up and barely noticeable in your pack, the NEMO Moonlite reclining camp chair is a go-to for every adventure—from backyard barbecues and picnics in the park to camping in the mountains.","Multiposition reclining system allows you to lean forward or kick back and relax
An inclusive seat height and extremely durable frame makes the Moonlite comfortable, supportive, and easy to get in and out of for folks of all sizes
Seamless seat construction is made possible by custom-engineered mesh that conforms to your body when you sit
Intuitive design makes assembly a breeze with shockcord throughout the frame and ball-and-socket snap connectors
High-quality, well-fitting hardware builds confidence and offers a sleek aesthetic
Premium, forged 6061 aluminum hubs and tubular 7001 aluminum frame are refined, lightweight and sturdy
Circular and oval tubular aluminum poles offer a just-right blend of rigidity and flexibility for rock-solid support
100% postconsumer recycled materials are used to build asymmetric mesh, edge binding, webbing and ball-and-socket connection panels
Asymmetrical mesh and reclining hardware are bluesign® approved
Includes a compact carrying case; total weight of chair with carry case is 2 lbs. 2 oz.
Protected by the NEMO lifetime warranty",149.95,Camping,4.3,243,https://www.rei.com/media/e95b86f1-7b85-4c02-b92a-a2bcf9b26c61?size=2000,https://www.rei.com/product/186577/nemo-moonlite-reclining-camp-chair,,,,,,,,,,,,,
180406, Ember Hammock Underquilt,Camp Furniture,"Camping and Hiking
/
Camp Furniture
/
Hammocks
/
Hammock Accessories",Summer's over but you still want to hammock camp? The ENO Ember hammock underquilt is built with 2 layers of heat-trapping synthetic insulation to keep you toasty on your next hang out session.,"40–60°F temperature recommendation when paired with a comparable top quilt (not included)
Fully adjustable suspension adapts to any sleep position and is compatible with all ENO® hammocks (hammock not included)
Differential baffle construction eliminates cold spots and ensures maximum loft
Durable water repellent (DWR) finish and specialized coating provide wind and weather resistance
Comfortably fits users up to 6' 2""",119.95,Camping,4.5,30,https://www.rei.com/media/6cf96c7f-d8c6-4f52-8a79-f78149937a0e?size=2000,https://www.rei.com/product/180406/eno-ember-hammock-underquilt,,,,,,,,,,,,,
239065, Lounger DL Chair,Camp Furniture,"Camping and Hiking
/
Camp Furniture
/
Camp Chairs",Experience unmatched comfort and relaxation in the hammock-inspired ENO Lounger DL chair. It's quick to set up and convenient to carry in its own adventure-ready backpack.,"Made with supremely comfortable and supportive 100% recycled fabric
Cushioned pillow and armrests for ultimate relaxation
Adjustable legs adapt your seat height to your environment and lifestyle
Durable and lightweight aluminum frame sets up quickly and packs down easily
Integrated cup holder and stretch cargo pockets keep essentials by your side
Easily packs into the included adventure-ready backpack with adjustable shoulder straps
ENO is a member of the 1% for the Planet organization, donating 1% of sales to environmental nonprofits",149.95,Camping,0,0,https://www.rei.com/media/3bcdc464-f6b6-4a0e-ae5a-d17d45f21a37?size=2000,https://www.rei.com/product/239065/eno-lounger-dl-chair,,,,,,,,,,,,,
102806, MoonLit LED Micro Lantern,Lighting,"Camping and Hiking
/
Camp Lighting
/
Lanterns
/
Electric Lanterns","The versatile Nite Ize MoonLit LED Micro Lantern has a carabiner clip at the top so you can securely clip and hang it, providing ambient hands-free lighting just about anywhere.","Bright LED can be set to glow or flash, and swivels in place 360° to provide a comprehensive lighting solution in a compact package
MoonLit Micro Lantern is a great lighting companion for camping, fishing, reading, and clipping to poorly lit areas like closets and much more
Water-resistant construction with replaceable batteries that last over 60 hours
Includes two CR2032 coin-cell batteries
Push button on / off",11,Casual,4.7,103,https://www.rei.com/media/015abf65-fa70-4c25-91b1-df296c1ce0f6?size=2000,https://www.rei.com/product/102806/nite-ize-moonlit-led-micro-lantern,,,,,,,,,,,,,
137939, Crush Light Lantern,Lighting,"Camping and Hiking
/
Camp Lighting
/
Lanterns
/
Electric Lanterns","A collapsible solar-powered lantern that weighs a mere 3.2 oz., the Goal Zero Crush Light lantern lights up the night at your backcountry campsite with 3 settings and a flickering candle mode.","Casts 60 lumens of light and runs for 3-35 hrs. depending on setting used
Recharges via included micro-USB cable or the built-in solar panel
Powered by a lithium polymer battery
Open dimensions: 4.95 x 4.95 x 4 in.
Collapsed dimensions: 4.95 x 4.95 x 0.6 in.",19.95,"Camping

Backpacking",4,286,https://www.rei.com/media/df0cefeb-ea4d-4b4c-8f51-cbd8c66e6ad3?size=2000,https://www.rei.com/product/137939/goal-zero-crush-light-lantern,,,,,,,,,,,,,
189850, AlpenGlow 250 Lantern,Lighting,"Camping and Hiking
/
Camp Lighting
/
Lanterns
/
Electric Lanterns","Serving up ambient and task-based lighting inspired by nature, the BioLite AlpenGlow 250 lantern fills your environs with warm light. For added drama, turn on the candle flicker or rotating colors.","Provides 360° of lighting at up to 250 lumens; ChromaReal LED technology improves color rendering, offering better color accuracy
Shake the lantern and the internal accelerometer unlocks additional features like Candle Flicker or a mesmerizing rotation of color
Plenty of modes, including: full and half Cool Light, half Warm Light, full Candle Flicker, color Light, Color Party and more
Built in loop allows lantern to be hung for better area lighting
Small size makes it easy to pack and ready for the backyard or the backcountry
Runtime: 200 hrs. on low; 5 hrs. on high
Charge time: 3 hrs. via 5V/2A micro USB
USB-A Charge Out port allows you to charge or power other devices",59.95,Camping,4.8,113,https://www.rei.com/media/3e7cdc5a-9776-4f6f-a2fe-d05db01a6723?size=2000,https://www.rei.com/product/189850/biolite-alpenglow-250-lantern,,,,,,,,,,,,,
252289, Rebar Multi-Tool,Gadgets and Gears,"Camping and Hiking
/
Gadgets
/
Knives and Tools
/
Multi-Tools","With the tools your need to get even the toughest jobs done—in a smaller, slimmer size—the Leatherman Rebar multi-tool is sure to be your go-to for everything from camping trips to home projects.","Iconic box-like shape found in Tim Leatherman's original PST design
Rebar needlenose pliers have been optimized for strength and have replaceable wire/hard-wire cutters—a first for a 4 in. tool from Leatherman
Wire stripper
420HC knife
420HC serrated knife
Awl with thread loop
8 in. (19 cm) ruler
Can opener
Bottle opener
Wood/metal file
Phillips screwdriver
Large flathead screwdriver
Small flathead screwdriver
Every feature (except the pliers head) locks into place, so you can use the tools safely and effectively
Secure ring attaches the tool to a lanyard",89.95,Camping,0,0,https://www.rei.com/media/9fc577ab-5214-4e03-b86a-cd82010d32a7?size=2000,https://www.rei.com/product/252289/leatherman-rebar-multi-tool,,,,,,,,,,,,,
832504, Dime Keychain Multi-tool,Gadgets and Gears,"Camping and Hiking
/
Gadgets
/
Knives and Tools
/
Multi-Tools",The light and compact Gerber Dime keychain multi-tool takes the standard mini multi-tool to a whole new level with innovative components and a convenient design.,"Besides the usual pliers, wire cutters, blade, scissors, screwdrivers, tweezers and file, the Dime includes a unique blade for cutting/scoring plastic clamshell packaging
Thoughtful design features a bottle opener that is exposed even when the tool is closed
The Gerber Dime keychain multi-tool is made with 3Cr13 stainless steel",30.95,Camping,3.8,307,https://www.rei.com/media/ef5cd932-07a0-4cad-a421-07614165b4a9?size=2000,https://www.rei.com/product/832504/gerber-dime-keychain-multi-tool,,,,,,,,,,,,,
216314, Trailmade Trekking Poles - Pair,Gadgets and Gears,"Camping and Hiking
/
Gadgets
/
Trekking Poles and Hiking Staffs
/
Trekking Poles",Bring extra stability on your next hike. The easily adjustable REI Co-op Trailmade trekking poles put more support on the ground for extra balance on uneven terrain.,"REI-exclusive EVA foam grips offer light, breathable foam in ergonomic shapes that accommodate a variety of hand sizes and positions comfortably
A great fit for heights 5'1"" to over 6'
Adjustment locks have oversize levers for easy adjustments between users or to adapt to slope angle
Included trail baskets boast a generous size for flotation in soft soil and snow
Soft nylon wrist straps enhance comfort
Ensure levers are fully tightened and locked before each use; levers loosen in transport and over time, so they may need to be tightened to achieve proper locking tension
REI is Climate Neutral Certified; as we work to actively reduce our footprint, we measure annual carbon emissions and purchase an equivalent amount of verified carbon credits",79.95,Hiking,4.4,88,https://www.rei.com/media/849f147b-76f7-4d77-aa46-468e9a7c7312?size=2000,https://www.rei.com/product/216314/rei-co-op-trailmade-trekking-poles-pair,,,,,,,,,,,,,
