name,slug,description_text,category_slug,category_name,product_type_slug,product_type_name,collections,attributes,rating,tax_class,weight,price,image_url,brand,capacity,weight_attr
Coleman Brazos Cold-Weather Sleeping Bag,coleman-brazos-cold-weather-sleeping-bag,"Coleman Brazos Cold-Weather Sleeping Bag — great for Casual Camping, Mild Weather.",sleeping-bags,Sleeping Bags,sleeping-bags,Sleeping Bags,"casual-camping,mild-weather",best-for:casual-camping|mild-weather;brand:coleman,4.5,standard,1.0,49.99,https://images.pexels.com/photos/29829051/pexels-photo-29829051.jpeg?auto=compress&cs=tinysrgb&h=350,coleman,,
Therm-a-Rest NeoAir Xlite,therm-a-rest-neoair-xlite,"Therm-a-Rest NeoAir Xlite — great for Backpacking, Lightweight Camping.",sleeping-pads,Sleeping Pads,sleeping-pads,Sleeping Pads,"backpacking,lightweight-camping",best-for:backpacking|lightweight-camping;brand:therm-a-rest,4.8,standard,1.0,199.95,https://images.pexels.com/photos/1438798/pexels-photo-1438798.jpeg?auto=compress&cs=tinysrgb&h=350,therm-a-rest,,
Klymit Static V Sleeping Pad,klymit-static-v-sleeping-pad,"Klymit Static V Sleeping Pad — great for Casual Camping, Car Camping.",sleeping-pads,Sleeping Pads,sleeping-pads,Sleeping Pads,"casual-camping,car-camping",best-for:casual-camping|car-camping;brand:klymit,4.6,standard,1.0,64.99,https://images.pexels.com/photos/1438798/pexels-photo-1438798.jpeg?auto=compress&cs=tinysrgb&h=350,klymit,,
Jetboil Flash Cooking System,jetboil-flash-cooking-system,"Jetboil Flash Cooking System — great for Backpacking, Multi-day Camping.",camping-stoves,Camping Stoves,camping-stoves,Camping Stoves,"backpacking,multi-day-camping",best-for:backpacking|multi-day-camping;brand:jetboil,4.8,standard,1.0,114.95,https://images.pexels.com/photos/167685/pexels-photo-167685.jpeg?auto=compress&cs=tinysrgb&h=350,jetboil,,
Coleman Classic Propane Stove,coleman-classic-propane-stove,"Coleman Classic Propane Stove — great for Family Camping, Outdoor Cooking.",camping-stoves,Camping Stoves,camping-stoves,Camping Stoves,"family-camping,outdoor-cooking",best-for:family-camping|outdoor-cooking;brand:coleman,4.7,standard,1.0,49.99,https://images.pexels.com/photos/19715432/pexels-photo-19715432.jpeg?auto=compress&cs=tinysrgb&h=350,coleman,,
YETI Tundra 45 Cooler,yeti-tundra-45-cooler,"YETI Tundra 45 Cooler — great for Long Camping Trips, Outdoor Adventures.",coolers,Coolers,coolers,Coolers,"long-camping-trips,outdoor-adventures",best-for:long-camping-trips|outdoor-adventures;brand:yeti,4.9,standard,1.0,325.0,https://images.pexels.com/photos/6831179/pexels-photo-6831179.jpeg?auto=compress&cs=tinysrgb&h=350,yeti,,
Coleman 50-Quart Xtreme Cooler,coleman-50-quart-xtreme-cooler,"Coleman 50-Quart Xtreme Cooler — great for Casual Camping, Family Trips.",coolers,Coolers,coolers,Coolers,"casual-camping,family-trips",best-for:casual-camping|family-trips;brand:coleman,4.6,standard,1.0,64.99,https://images.pexels.com/photos/6831179/pexels-photo-6831179.jpeg?auto=compress&cs=tinysrgb&h=350,coleman,,
Black Diamond Moji Lantern,black-diamond-moji-lantern,"Black Diamond Moji Lantern — great for Tent Lighting, Camping.",lighting,Lighting,lighting,Lighting,"tent-lighting,camping",best-for:tent-lighting|camping;brand:black,4.7,standard,1.0,24.99,https://images.pexels.com/photos/943150/pexels-photo-943150.jpeg?auto=compress&cs=tinysrgb&h=350,black,,
Petzl Actik Core Headlamp,petzl-actik-core-headlamp,"Petzl Actik Core Headlamp — great for Night Hiking, Camp Cooking.",lighting,Lighting,lighting,Lighting,"night-hiking,camp-cooking",best-for:night-hiking|camp-cooking;brand:petzl,4.8,standard,1.0,69.99,https://images.pexels.com/photos/31043522/pexels-photo-31043522.jpeg?auto=compress&cs=tinysrgb&h=350,petzl,,
Leatherman Signal Multi-Tool,leatherman-signal-multi-tool,"Leatherman Signal Multi-Tool — great for Survival Camping, Bushcraft.",multi-tools,Multi-Tools,multi-tools,Multi Tools,"survival-camping,bushcraft",best-for:survival-camping|bushcraft;brand:leatherman,4.8,standard,1.0,129.95,https://images.pexels.com/photos/8341892/pexels-photo-8341892.jpeg?auto=compress&cs=tinysrgb&h=350,leatherman,,
Gerber Suspension-NXT Multi-Tool,gerber-suspension-nxt-multi-tool,"Gerber Suspension-NXT Multi-Tool — great for Everyday Carry, Camping.",multi-tools,Multi-Tools,multi-tools,Multi Tools,"everyday-carry,camping",best-for:everyday-carry|camping;brand:gerber,4.6,standard,1.0,39.99,https://images.pexels.com/photos/8341892/pexels-photo-8341892.jpeg?auto=compress&cs=tinysrgb&h=350,gerber,,
Adventure Medical Kits Ultralight .7,adventure-medical-kits-ultralight-7,"Adventure Medical Kits Ultralight .7 — great for Backpacking, Hiking, Camping.",first-aid-kits,First Aid Kits,first-aid-kits,First Aid Kits,"backpacking,hiking,camping",best-for:backpacking|hiking|camping;brand:adventure,4.8,standard,1.0,29.99,https://images.pexels.com/photos/6608038/pexels-photo-6608038.jpeg?auto=compress&cs=tinysrgb&h=350,adventure,,
Surviveware Small First Aid Kit,surviveware-small-first-aid-kit,"Surviveware Small First Aid Kit — great for Camping, Travel.",first-aid-kits,First Aid Kits,first-aid-kits,First Aid Kits,"camping,travel",best-for:camping|travel;brand:surviveware,4.7,standard,1.0,39.99,https://images.pexels.com/photos/27914827/pexels-photo-27914827.jpeg?auto=compress&cs=tinysrgb&h=350,surviveware,,
Osprey Atmos AG 65,osprey-atmos-ag-65,Osprey Atmos AG 65 — great for Long Hiking & Camping Trips.,backpacks,Backpacks,backpacks,Backpacks,long-hiking-camping-trips,best-for:long-hiking-camping-trips;brand:osprey,4.9,standard,1.5,320.0,https://images.pexels.com/photos/31001002/pexels-photo-31001002.jpeg?auto=compress&cs=tinysrgb&h=350,osprey,,
REI Co-op Trail 40 Pack,rei-co-op-trail-40-pack,"REI Co-op Trail 40 Pack — great for Short Camping Trips, Day Hikes.",backpacks,Backpacks,backpacks,Backpacks,"short-camping-trips,day-hikes",best-for:short-camping-trips|day-hikes;brand:rei;capacity:40-person,4.7,standard,1.5,139.0,https://images.pexels.com/photos/7009614/pexels-photo-7009614.jpeg?auto=compress&cs=tinysrgb&h=350,rei,40-person,
Trek Domane AL 2,trek-domane-al-2,"Trek Domane AL 2 — great for Road Cycling, Endurance Rides.",bicycles,Bicycles,bicycles,Bicycles,"road-cycling,endurance-rides",best-for:road-cycling|endurance-rides;brand:trek,4.8,standard,1.0,1099.99,https://images.pexels.com/photos/686230/pexels-photo-686230.jpeg?auto=compress&cs=tinysrgb&h=350,trek,,
Giant Talon 29 2,giant-talon-29-2,"Giant Talon 29 2 — great for Mountain Biking, Trail Riding.",bicycles,Bicycles,bicycles,Bicycles,"mountain-biking,trail-riding",best-for:mountain-biking|trail-riding;brand:giant,4.7,standard,1.0,899.99,https://images.pexels.com/photos/90454/pexels-photo-90454.jpeg?auto=compress&cs=tinysrgb&h=350,giant,,
Giro Synthe MIPS,giro-synthe-mips,"Giro Synthe MIPS — great for Road Cycling, Racing.",helmets,Helmets,helmets,Helmets,"road-cycling,racing",best-for:road-cycling|racing;brand:giro,4.9,standard,1.0,199.99,https://images.pexels.com/photos/31068881/pexels-photo-31068881.jpeg?auto=compress&cs=tinysrgb&h=350,giro,,
Bell Super Air R MIPS,bell-super-air-r-mips,"Bell Super Air R MIPS — great for Mountain Biking, Downhill.",helmets,Helmets,helmets,Helmets,"mountain-biking,downhill",best-for:mountain-biking|downhill;brand:bell,4.8,standard,1.0,299.99,https://images.pexels.com/photos/31044124/pexels-photo-31044124.jpeg?auto=compress&cs=tinysrgb&h=350,bell,,
Shimano RC5 Road Shoes,shimano-rc5-road-shoes,"Shimano RC5 Road Shoes — great for Road Cycling, Racing.",cycling-shoes,Cycling Shoes,cycling-shoes,Cycling Shoes,"road-cycling,racing",best-for:road-cycling|racing;brand:shimano,4.7,standard,1.0,159.99,https://images.pexels.com/photos/4828828/pexels-photo-4828828.jpeg?auto=compress&cs=tinysrgb&h=350,shimano,,
Five Ten Freerider MTB Shoes,five-ten-freerider-mtb-shoes,"Five Ten Freerider MTB Shoes — great for Mountain Biking, Trail Riding.",cycling-shoes,Cycling Shoes,cycling-shoes,Cycling Shoes,"mountain-biking,trail-riding",best-for:mountain-biking|trail-riding;brand:five,4.6,standard,1.0,99.99,https://images.pexels.com/photos/12271246/pexels-photo-12271246.jpeg?auto=compress&cs=tinysrgb&h=350,five,,
Castelli Aero Race Jersey,castelli-aero-race-jersey,"Castelli Aero Race Jersey — great for Road Cycling, Racing.",cycling-jerseys,Cycling Jerseys,cycling-jerseys,Cycling Jerseys,"road-cycling,racing",best-for:road-cycling|racing;brand:castelli,4.8,standard,1.0,139.99,https://images.pexels.com/photos/19431254/pexels-photo-19431254.jpeg?auto=compress&cs=tinysrgb&h=350,castelli,,
Pearl Izumi Attack Bib Shorts,pearl-izumi-attack-bib-shorts,Pearl Izumi Attack Bib Shorts — great for Long Distance Cycling.,cycling-shorts,Cycling Shorts,cycling-shorts,Cycling Shorts,long-distance-cycling,best-for:long-distance-cycling;brand:pearl,4.7,standard,1.0,99.99,https://images.pexels.com/photos/31080487/pexels-photo-31080487.jpeg?auto=compress&cs=tinysrgb&h=350,pearl,,
Cygolite Metro Pro 1100,cygolite-metro-pro-1100,"Cygolite Metro Pro 1100 — great for Night Cycling, Commuting.",bike-lights,Bike Lights,bike-lights,Bike Lights,"night-cycling,commuting",best-for:night-cycling|commuting;brand:cygolite,4.8,standard,1.0,99.99,https://images.pexels.com/photos/8532495/pexels-photo-8532495.png?auto=compress&cs=tinysrgb&h=350,cygolite,,
Bontrager Flare RT Rear Light,bontrager-flare-rt-rear-light,"Bontrager Flare RT Rear Light — great for Commuting, Road Cycling.",bike-lights,Bike Lights,bike-lights,Bike Lights,"commuting,road-cycling",best-for:commuting|road-cycling;brand:bontrager,4.7,standard,1.0,59.99,https://images.pexels.com/photos/4857724/pexels-photo-4857724.jpeg?auto=compress&cs=tinysrgb&h=350,bontrager,,
CamelBak Podium Chill Water Bottle,camelbak-podium-chill-water-bottle,"CamelBak Podium Chill Water Bottle — great for Road Cycling, Hot Weather Rides.",hydration-systems,Hydration Systems,hydration-systems,Hydration Systems,"road-cycling,hot-weather-rides",best-for:road-cycling|hot-weather-rides;brand:camelbak,4.6,standard,1.0,17.99,https://images.pexels.com/photos/18876489/pexels-photo-18876489.jpeg?auto=compress&cs=tinysrgb&h=350,camelbak,,
Osprey Syncro 12 Hydration Pack,osprey-syncro-12-hydration-pack,"Osprey Syncro 12 Hydration Pack — great for Mountain Biking, Long Rides.",hydration-systems,Hydration Systems,hydration-systems,Hydration Systems,"mountain-biking,long-rides",best-for:mountain-biking|long-rides;brand:osprey,4.8,standard,1.0,119.99,https://images.pexels.com/photos/7187994/pexels-photo-7187994.jpeg?auto=compress&cs=tinysrgb&h=350,osprey,,
Kryptonite New-U Evolution Mini-7,kryptonite-new-u-evolution-mini-7,"Kryptonite New-U Evolution Mini-7 — great for Urban Commuting, High-Security Areas.",bike-locks,Bike Locks,bike-locks,Bike Locks,"urban-commuting,high-security-areas",best-for:urban-commuting|high-security-areas;brand:kryptonite,4.9,standard,1.0,84.99,https://images.pexels.com/photos/9461451/pexels-photo-9461451.jpeg?auto=compress&cs=tinysrgb&h=350,kryptonite,,
Abus Granit XPlus 540,abus-granit-xplus-540,"Abus Granit XPlus 540 — great for High-Theft Areas, Secure Parking.",bike-locks,Bike Locks,bike-locks,Bike Locks,"high-theft-areas,secure-parking",best-for:high-theft-areas|secure-parking;brand:abus,4.9,standard,1.0,149.99,https://images.pexels.com/photos/7973101/pexels-photo-7973101.jpeg?auto=compress&cs=tinysrgb&h=350,abus,,
Topeak Mini 20 Pro Multi-Tool,topeak-mini-20-pro-multi-tool,Topeak Mini 20 Pro Multi-Tool — great for Road & Mountain Biking.,bike-repair-kits,Bike Repair Kits,bike-repair-kits,Bike Repair Kits,road-mountain-biking,best-for:road-mountain-biking;brand:topeak;capacity:20-person,4.7,standard,1.0,39.99,https://images.pexels.com/photos/9607008/pexels-photo-9607008.jpeg?auto=compress&cs=tinysrgb&h=350,topeak,20-person,
Park Tool Advanced Mechanic Tool Kit,park-tool-advanced-mechanic-tool-kit,Park Tool Advanced Mechanic Tool Kit — great for Home Bike Repairs.,bike-repair-kits,Bike Repair Kits,bike-repair-kits,Bike Repair Kits,home-bike-repairs,best-for:home-bike-repairs;brand:park,4.8,standard,1.0,299.99,https://images.pexels.com/photos/6479582/pexels-photo-6479582.jpeg?auto=compress&cs=tinysrgb&h=350,park,,
Thule T2 Pro XT 2-Bike Rack,thule-t2-pro-xt-2-bike-rack,"Thule T2 Pro XT 2-Bike Rack — great for Transporting Bikes, Road Trips.",bike-racks,Bike Racks,bike-racks,Bike Racks,"transporting-bikes,road-trips",best-for:transporting-bikes|road-trips;brand:thule;capacity:2-person,4.9,standard,1.0,599.99,https://images.pexels.com/photos/12211057/pexels-photo-12211057.jpeg?auto=compress&cs=tinysrgb&h=350,thule,2-person,
Saris Bones 3-Bike Trunk Rack,saris-bones-3-bike-trunk-rack,"Saris Bones 3-Bike Trunk Rack — great for Casual Transport, Road Trips.",bike-racks,Bike Racks,bike-racks,Bike Racks,"casual-transport,road-trips",best-for:casual-transport|road-trips;brand:saris,4.7,standard,1.0,229.99,https://images.pexels.com/photos/31032854/pexels-photo-31032854.jpeg?auto=compress&cs=tinysrgb&h=350,saris,,
Salomon X Ultra 3 GTX,salomon-x-ultra-3-gtx,"Salomon X Ultra 3 GTX — great for Day Hikes, Rainy Conditions.",footwear,Footwear,footwear,Footwear,"day-hikes,rainy-conditions",best-for:day-hikes|rainy-conditions;brand:salomon,4.7,standard,1.0,149.99,https://images.pexels.com/photos/2385247/pexels-photo-2385247.jpeg?auto=compress&cs=tinysrgb&h=350,salomon,,
Merrell Moab 2 Mid WP,merrell-moab-2-mid-wp,Merrell Moab 2 Mid WP — great for Multi-day Treks.,footwear,Footwear,footwear,Footwear,multi-day-treks,best-for:multi-day-treks;brand:merrell,4.5,standard,1.0,129.99,https://images.pexels.com/photos/2929284/pexels-photo-2929284.jpeg?auto=compress&cs=tinysrgb&h=350,merrell,,
Osprey Atmos AG 50,osprey-atmos-ag-50,Osprey Atmos AG 50 — great for Multi-day Backpacking.,backpack,Backpack,backpack,Backpack,multi-day-backpacking,best-for:multi-day-backpacking;brand:osprey,4.8,standard,1.0,280.0,https://images.pexels.com/photos/31068298/pexels-photo-31068298.jpeg?auto=compress&cs=tinysrgb&h=350,osprey,,
Deuter Speed Lite 30,deuter-speed-lite-30,Deuter Speed Lite 30 — great for Lightweight Hiking.,backpack,Backpack,backpack,Backpack,lightweight-hiking,best-for:lightweight-hiking;brand:deuter,4.6,standard,1.0,160.0,https://images.pexels.com/photos/7009614/pexels-photo-7009614.jpeg?auto=compress&cs=tinysrgb&h=350,deuter,,
Garmin GPSMAP 66i,garmin-gpsmap-66i,"Garmin GPSMAP 66i — great for Off-grid Hiking, Long Treks.",navigation,Navigation,navigation,Navigation,"off-grid-hiking,long-treks",best-for:off-grid-hiking|long-treks;brand:garmin,4.9,standard,1.0,599.99,https://images.pexels.com/photos/691637/pexels-photo-691637.jpeg?auto=compress&cs=tinysrgb&h=350,garmin,,
Suunto MC-2 Compass,suunto-mc-2-compass,Suunto MC-2 Compass — great for Map & Compass Navigation.,navigation,Navigation,navigation,Navigation,map-compass-navigation,best-for:map-compass-navigation;brand:suunto,4.3,standard,1.0,60.0,https://images.pexels.com/photos/691637/pexels-photo-691637.jpeg?auto=compress&cs=tinysrgb&h=350,suunto,,
CamelBak Crux Reservoir,camelbak-crux-reservoir,"CamelBak Crux Reservoir — great for Long Hikes, Backpacking.",hydration,Hydration,hydration,Hydration,"long-hikes,backpacking",best-for:long-hikes|backpacking;brand:camelbak,4.5,standard,1.0,49.99,https://images.pexels.com/photos/8869253/pexels-photo-8869253.jpeg?auto=compress&cs=tinysrgb&h=350,camelbak,,
GRAYL GeoPress Water Purifier,grayl-geopress-water-purifier,"GRAYL GeoPress Water Purifier — great for Hiking, Emergency Water Purification.",hydration,Hydration,hydration,Hydration,"hiking,emergency-water-purification",best-for:hiking|emergency-water-purification;brand:grayl,4.8,standard,1.0,89.95,https://images.pexels.com/photos/3881676/pexels-photo-3881676.jpeg?auto=compress&cs=tinysrgb&h=350,grayl,,
Adventure Medical Kit 2.0,adventure-medical-kit-2-0,"Adventure Medical Kit 2.0 — great for Day Hikes, Backpacking.",safety-emergency,Safety & Emergency,safety-emergency,Safety Emergency,"day-hikes,backpacking",best-for:day-hikes|backpacking;brand:adventure,4.6,standard,1.0,29.99,https://images.pexels.com/photos/6608038/pexels-photo-6608038.jpeg?auto=compress&cs=tinysrgb&h=350,adventure,,
Survive Outdoors Longer Emergency Bivvy,survive-outdoors-longer-emergency-bivvy,"Survive Outdoors Longer Emergency Bivvy — great for Survival, Cold Weather Protection.",safety-emergency,Safety & Emergency,safety-emergency,Safety Emergency,"survival,cold-weather-protection",best-for:survival|cold-weather-protection;brand:survive,4.7,standard,1.0,19.99,https://images.pexels.com/photos/31008025/pexels-photo-31008025.jpeg?auto=compress&cs=tinysrgb&h=350,survive,,
Black Diamond Trail Ergo Cork Trekking Poles,black-diamond-trail-ergo-cork-trekking-poles,"Black Diamond Trail Ergo Cork Trekking Poles — great for Steep Terrain, Long Hikes.",trekking-aids,Trekking Aids,trekking-aids,Trekking Aids,"steep-terrain,long-hikes",best-for:steep-terrain|long-hikes;brand:black,4.8,standard,1.0,129.99,https://images.pexels.com/photos/9159898/pexels-photo-9159898.jpeg?auto=compress&cs=tinysrgb&h=350,black,,
LEKI Micro Vario Carbon Poles,leki-micro-vario-carbon-poles,"LEKI Micro Vario Carbon Poles — great for Lightweight Trekking, Alpine Hikes.",trekking-aids,Trekking Aids,trekking-aids,Trekking Aids,"lightweight-trekking,alpine-hikes",best-for:lightweight-trekking|alpine-hikes;brand:leki,4.7,standard,1.0,179.99,https://images.pexels.com/photos/7010171/pexels-photo-7010171.jpeg?auto=compress&cs=tinysrgb&h=350,leki,,
Outdoor Research Helium Rain Jacket,outdoor-research-helium-rain-jacket,"Outdoor Research Helium Rain Jacket — great for Rainy Conditions, Wind Protection.",weather-protection,Weather Protection,weather-protection,Weather Protection,"rainy-conditions,wind-protection",best-for:rainy-conditions|wind-protection;brand:outdoor,4.5,standard,1.0,159.99,https://images.pexels.com/photos/30592932/pexels-photo-30592932.jpeg?auto=compress&cs=tinysrgb&h=350,outdoor,,
Columbia Watertight II Rain Jacket,columbia-watertight-ii-rain-jacket,"Columbia Watertight II Rain Jacket — great for Casual Hiking, Stormy Weather.",weather-protection,Weather Protection,weather-protection,Weather Protection,"casual-hiking,stormy-weather",best-for:casual-hiking|stormy-weather;brand:columbia,4.4,standard,1.0,79.99,https://images.pexels.com/photos/2569818/pexels-photo-2569818.jpeg?auto=compress&cs=tinysrgb&h=350,columbia,,
Therm-a-Rest NeoAir XLite Sleeping Pad,therm-a-rest-neoair-xlite-sleeping-pad,"Therm-a-Rest NeoAir XLite Sleeping Pad — great for Backpacking, Multi-day Hikes.",sleeping-gear,Sleeping Gear,sleeping-bags,Sleeping Bags,"backpacking,multi-day-hikes",best-for:backpacking|multi-day-hikes;brand:therm-a-rest,4.7,standard,1.2,199.95,https://images.pexels.com/photos/1438798/pexels-photo-1438798.jpeg?auto=compress&cs=tinysrgb&h=350,therm-a-rest,,
NEMO Forte 20 Sleeping Bag,nemo-forte-20-sleeping-bag,"NEMO Forte 20 Sleeping Bag — great for Cool Weather Camping, Backpacking.",sleeping-gear,Sleeping Gear,sleeping-bags,Sleeping Bags,"cool-weather-camping,backpacking",best-for:cool-weather-camping|backpacking;temp-rating:20;brand:nemo,4.6,standard,1.2,179.95,https://images.pexels.com/photos/29829051/pexels-photo-29829051.jpeg?auto=compress&cs=tinysrgb&h=350,nemo,,
Jetboil Flash Cooking System,jetboil-flash-cooking-system,"Jetboil Flash Cooking System — great for Camping, Multi-day Hiking.",cooking-gear,Cooking Gear,cooking-gear,Cooking Gear,"camping,multi-day-hiking",best-for:camping|multi-day-hiking;brand:jetboil,4.8,standard,1.0,114.95,https://images.pexels.com/photos/167685/pexels-photo-167685.jpeg?auto=compress&cs=tinysrgb&h=350,jetboil,,
MSR PocketRocket 2 Stove,msr-pocketrocket-2-stove,"MSR PocketRocket 2 Stove — great for Solo Hiking, Lightweight Camping.",cooking-gear,Cooking Gear,cooking-gear,Cooking Gear,"solo-hiking,lightweight-camping",best-for:solo-hiking|lightweight-camping;brand:msr,4.7,standard,1.0,49.95,https://images.pexels.com/photos/8911191/pexels-photo-8911191.jpeg?auto=compress&cs=tinysrgb&h=350,msr,,
Salomon Quest 4 GTX,salomon-quest-4-gtx,"Salomon Quest 4 GTX — great for Long Treks, Mountain Terrain.",trekking-shoes,Trekking Shoes,trekking-shoes,Trekking Shoes,"long-treks,mountain-terrain",best-for:long-treks|mountain-terrain;brand:salomon,4.8,standard,1.0,229.99,https://images.pexels.com/photos/7866283/pexels-photo-7866283.jpeg?auto=compress&cs=tinysrgb&h=350,salomon,,
Lowa Renegade GTX Mid,lowa-renegade-gtx-mid,"Lowa Renegade GTX Mid — great for Multi-Day Treks, Rugged Terrain.",trekking-shoes,Trekking Shoes,trekking-shoes,Trekking Shoes,"multi-day-treks,rugged-terrain",best-for:multi-day-treks|rugged-terrain;brand:lowa,4.7,standard,1.0,249.99,https://images.pexels.com/photos/2398346/pexels-photo-2398346.jpeg?auto=compress&cs=tinysrgb&h=350,lowa,,
Black Diamond Trail Ergo Cork,black-diamond-trail-ergo-cork,"Black Diamond Trail Ergo Cork — great for Steep Trails, Heavy Loads.",trekking-poles,Trekking Poles,trekking-poles,Trekking Poles,"steep-trails,heavy-loads",best-for:steep-trails|heavy-loads;brand:black,4.8,standard,1.0,129.99,https://images.pexels.com/photos/9159898/pexels-photo-9159898.jpeg?auto=compress&cs=tinysrgb&h=350,black,,
LEKI Makalu FX Carbon,leki-makalu-fx-carbon,LEKI Makalu FX Carbon — great for High-Altitude Trekking.,trekking-poles,Trekking Poles,trekking-poles,Trekking Poles,high-altitude-trekking,best-for:high-altitude-trekking;brand:leki,4.7,standard,1.0,179.99,https://images.pexels.com/photos/7010171/pexels-photo-7010171.jpeg?auto=compress&cs=tinysrgb&h=350,leki,,
Osprey Aether 65,osprey-aether-65,"Osprey Aether 65 — great for Multi-Day Trekking, Heavy Loads.",backpacks,Backpacks,backpacks,Backpacks,"multi-day-trekking,heavy-loads",best-for:multi-day-trekking|heavy-loads;brand:osprey,4.9,standard,1.5,320.0,https://images.pexels.com/photos/31048804/pexels-photo-31048804.jpeg?auto=compress&cs=tinysrgb&h=350,osprey,,
Gregory Baltoro 65,gregory-baltoro-65,Gregory Baltoro 65 — great for Extended Trekking.,backpacks,Backpacks,backpacks,Backpacks,extended-trekking,best-for:extended-trekking;brand:gregory,4.8,standard,1.5,299.99,https://images.pexels.com/photos/5118523/pexels-photo-5118523.jpeg?auto=compress&cs=tinysrgb&h=350,gregory,,
CamelBak Crux 3L Reservoir,camelbak-crux-3l-reservoir,"CamelBak Crux 3L Reservoir — great for Day Treks, Hydration On-the-Go.",hydration-systems,Hydration Systems,hydration-systems,Hydration Systems,"day-treks,hydration-on-the-go",best-for:day-treks|hydration-on-the-go;volume-l:3;brand:camelbak;capacity:3l,4.6,standard,1.0,49.99,https://images.pexels.com/photos/7009498/pexels-photo-7009498.jpeg?auto=compress&cs=tinysrgb&h=350,camelbak,3l,
Sawyer Squeeze Water Filter,sawyer-squeeze-water-filter,Sawyer Squeeze Water Filter — great for Off-Grid Trekking.,hydration-systems,Hydration Systems,hydration-systems,Hydration Systems,off-grid-trekking,best-for:off-grid-trekking;brand:sawyer,4.7,standard,1.0,39.99,https://images.pexels.com/photos/14716179/pexels-photo-14716179.jpeg?auto=compress&cs=tinysrgb&h=350,sawyer,,
Arc'teryx Beta AR Jacket,arc-teryx-beta-ar-jacket,Arc'teryx Beta AR Jacket — great for Cold & Wet Weather Trekking.,clothing-outerwear,Clothing & Outerwear,clothing-outerwear,Clothing Outerwear,cold-wet-weather-trekking,best-for:cold-wet-weather-trekking;brand:arc-teryx,4.9,standard,1.0,599.99,https://images.pexels.com/photos/2761519/pexels-photo-2761519.jpeg?auto=compress&cs=tinysrgb&h=350,arc-teryx,,
Patagonia Capilene Base Layer,patagonia-capilene-base-layer,Patagonia Capilene Base Layer — great for Cold Weather Trekking.,clothing-outerwear,Clothing & Outerwear,clothing-outerwear,Clothing Outerwear,cold-weather-trekking,best-for:cold-weather-trekking;brand:patagonia,4.7,standard,1.0,79.99,https://images.pexels.com/photos/31029368/pexels-photo-31029368.jpeg?auto=compress&cs=tinysrgb&h=350,patagonia,,
Therm-a-Rest NeoAir Xtherm,therm-a-rest-neoair-xtherm,"Therm-a-Rest NeoAir Xtherm — great for Cold Weather, High-Altitude Treks.",sleeping-gear,Sleeping Gear,sleeping-bags,Sleeping Bags,"cold-weather,high-altitude-treks",best-for:cold-weather|high-altitude-treks;brand:therm-a-rest,4.9,standard,1.2,239.95,https://images.pexels.com/photos/1438798/pexels-photo-1438798.jpeg?auto=compress&cs=tinysrgb&h=350,therm-a-rest,,
NEMO Tensor Insulated Pad,nemo-tensor-insulated-pad,NEMO Tensor Insulated Pad — great for Multi-Day Trekking.,sleeping-gear,Sleeping Gear,sleeping-bags,Sleeping Bags,multi-day-trekking,best-for:multi-day-trekking;brand:nemo,4.8,standard,1.2,189.99,https://images.pexels.com/photos/1438798/pexels-photo-1438798.jpeg?auto=compress&cs=tinysrgb&h=350,nemo,,
Garmin eTrex 32x GPS,garmin-etrex-32x-gps,Garmin eTrex 32x GPS — great for Remote Trekking.,navigation-devices,Navigation Devices,navigation-devices,Navigation Devices,remote-trekking,best-for:remote-trekking;brand:garmin,4.8,standard,1.0,299.99,https://images.pexels.com/photos/4762853/pexels-photo-4762853.jpeg?auto=compress&cs=tinysrgb&h=350,garmin,,
Suunto MC-2 Compass,suunto-mc-2-compass,Suunto MC-2 Compass — great for Backcountry Trekking.,navigation-devices,Navigation Devices,navigation-devices,Navigation Devices,backcountry-trekking,best-for:backcountry-trekking;brand:suunto,4.6,standard,1.0,60.0,https://images.pexels.com/photos/9302777/pexels-photo-9302777.jpeg?auto=compress&cs=tinysrgb&h=350,suunto,,
Leatherman Wave+ Multi-Tool,leatherman-wave-multi-tool,"Leatherman Wave+ Multi-Tool — great for Trekking, Outdoor Survival.",multi-tools,Multi-Tools,multi-tools,Multi Tools,"trekking,outdoor-survival",best-for:trekking|outdoor-survival;brand:leatherman,4.8,standard,1.0,99.99,https://images.pexels.com/photos/9302777/pexels-photo-9302777.jpeg?auto=compress&cs=tinysrgb&h=350,leatherman,,
Surviveware First Aid Kit,surviveware-first-aid-kit,"Surviveware First Aid Kit — great for Trekking, Emergency Preparedness.",survival-kits,Survival Kits,survival-kits,Survival Kits,"trekking,emergency-preparedness",best-for:trekking|emergency-preparedness;brand:surviveware,4.7,standard,1.0,39.99,https://images.pexels.com/photos/27914827/pexels-photo-27914827.jpeg?auto=compress&cs=tinysrgb&h=350,surviveware,,
